Constraint;Support;Confidence;Recall;Lovinger;Specificity;Accuracy;Lift;Leverage;Compliance;Odds Ratio;Gini Index;Certainty factor;Coverage;Prevalence;Added Value;Relative Risk;Jaccard;Ylue Q;Ylue Y;Klosgen;Conviction;Interestingness Weighting Dependency;Collective Strength;Laplace Correction;J Measure;One-way Support;Two-way Support;Two-way Support Variation;Linear Correlation Coefficient;Piatetsky-Shapiro;Cosine;Information Gain;Sebag-Schoenauer;Least Contradiction;Odd Multiplier;Example and Counterexample Rate;Zhang
NotCoExistence(Payment Order,Block Claim 2);0.28122562;1.0;1.0;-Infinity;1.0;0.9999987;3.5558636;0.92091215;1.0;Infinity;0.4042761;1.0;0.28122562;0.28122562;0.7187744;Infinity;1.0;1.0;1.0;0.38117117;Infinity;0.9209121;-3.0917633;0.9931764;NaN;1.8302;0.5146991;NaN;1.0000018;0.20213777;1.0;1.268598;Infinity;1.0;Infinity;1.0;1.0000018
NotSuccession(Payment Order,Block Claim 3);0.1594683;0.96421885;1.0;-22.491117;1.0;0.99408084;6.046461;0.93784505;0.99408233;Infinity;0.25666523;0.95743036;0.16538599;0.1594683;0.80475056;Infinity;0.96421885;1.0;1.0;0.33329043;23.491117;0.9042878;-2.7180734;0.95354825;0.26827917;2.5031998;0.4139942;NaN;0.97848535;0.13309447;0.98194647;1.7994732;26.94796;0.96289146;142.03812;0.96289146;0.99296117
NotCoExistence(Payment Order,Block Claim 3);0.1594683;0.96421885;1.0;-22.491117;1.0;0.99408084;6.046461;0.93784505;0.99408233;Infinity;0.25666523;0.95743036;0.16538599;0.1594683;0.80475056;Infinity;0.96421885;1.0;1.0;0.33329043;23.491117;0.9042878;-2.7180734;0.95354825;0.26827917;2.5031998;0.4139942;NaN;0.97848535;0.13309447;0.98194647;1.7994732;26.94796;0.96289146;142.03812;0.96289146;0.99296117
NotSuccession(Payment Order,Correct Claim);0.159825;1.0;1.0;-Infinity;1.0;0.9999987;6.256843;0.97445595;1.0;Infinity;0.2685628;1.0;0.159825;0.159825;0.84017503;Infinity;1.0;1.0;1.0;0.33588618;Infinity;0.97445583;-2.6645224;0.98811644;NaN;2.6454349;0.42280662;NaN;1.0000015;0.13428096;1.0;1.8336757;Infinity;1.0;Infinity;1.0;1.0000015
NotCoExistence(Payment Order,Correct Claim);0.159825;1.0;1.0;-Infinity;1.0;0.9999987;6.256843;0.97445595;1.0;Infinity;0.2685628;1.0;0.159825;0.159825;0.84017503;Infinity;1.0;1.0;1.0;0.33588618;Infinity;0.97445583;-2.6645224;0.98811644;NaN;2.6454349;0.42280662;NaN;1.0000015;0.13428096;1.0;1.8336757;Infinity;1.0;Infinity;1.0;1.0000015
CoExistence(Payment Order,Execute Payment);0.31731534;1.0;1.0;-Infinity;1.0;1.0000012;3.1514392;0.89931095;1.0;Infinity;0.43325222;1.0;0.31731534;0.31731534;0.68268466;Infinity;1.0;1.0;1.0;0.3845614;Infinity;0.89931095;-3.1735666;0.9939431;NaN;1.6560109;0.52547765;NaN;0.99999833;0.21662632;1.0;1.1478592;Infinity;1.0;Infinity;1.0;0.99999833
Succession(Payment Order,Execute Payment);0.31731534;1.0;1.0;-Infinity;1.0;1.0000012;3.1514392;0.89931095;1.0;Infinity;0.43325222;1.0;0.31731534;0.31731534;0.68268466;Infinity;1.0;1.0;1.0;0.3845614;Infinity;0.89931095;-3.1735666;0.9939431;NaN;1.6560109;0.52547765;NaN;0.99999833;0.21662632;1.0;1.1478592;Infinity;1.0;Infinity;1.0;0.99999833
AlternateSuccession(Payment Order,Execute Payment);0.31731534;1.0;1.0;-Infinity;1.0;1.0000012;3.1514392;0.89931095;1.0;Infinity;0.43325222;1.0;0.31731534;0.31731534;0.68268466;Infinity;1.0;1.0;1.0;0.3845614;Infinity;0.89931095;-3.1735666;0.9939431;NaN;1.6560109;0.52547765;NaN;0.99999833;0.21662632;1.0;1.1478592;Infinity;1.0;Infinity;1.0;0.99999833
ChainSuccession(Payment Order,Execute Payment);0.3169262;0.9987737;1.0;-556.04785;1.0;0.999612;3.1514392;0.89820814;0.9996109;Infinity;0.4321903;0.9982047;0.31731534;0.3169262;0.68184745;Infinity;0.9987736;1.0;1.0;0.38432553;557.04785;0.89710665;-3.1746857;0.99273163;0.36132652;1.65398;0.52483326;NaN;0.99910027;0.21636066;0.99938667;1.1478592;814.50037;0.99877226;1755.5026;0.99877226;0.9994287
RespondedExistence(Payment Order,Execute Payment);0.15865767;1.0;0.3275102;-Infinity;0.61278856;0.6742219;2.0642571;0.9231405;1.0;Infinity;0.10025076;1.0;0.15865767;0.4844358;0.5155642;2.582556;0.3275102;1.0;1.0;0.20535879;Infinity;0.08209069;3.234873;0.98803115;NaN;1.0456227;0.16589606;NaN;0.44798946;0.08179822;0.5722851;0.7247704;Infinity;0.3275102;Infinity;1.0;1.0
Response(Payment Order,Execute Payment);0.15865767;1.0;0.3294397;-Infinity;0.6161609;0.6770592;2.0764182;0.9235907;1.0;Infinity;0.1013572;1.0;0.15865767;0.48159853;0.5184015;2.6052458;0.3294397;1.0;1.0;0.20648894;Infinity;0.083358236;3.2722077;0.98803115;NaN;1.054097;0.16724057;NaN;0.4505417;0.08224837;0.57396835;0.73064435;Infinity;0.3294397;Infinity;1.0;0.9999999
AlternateResponse(Payment Order,Execute Payment);0.15865767;1.0;0.9987753;-Infinity;0.99976873;0.9998042;6.295159;0.9747969;1.0;Infinity;0.26684818;1.0;0.15865767;0.15885222;0.8411478;4324.493;0.9987753;1.0;1.0;0.33504477;Infinity;0.97237974;-2.6649117;0.98803115;NaN;2.6542428;0.42111596;NaN;0.99927336;0.13345455;0.99938744;1.8397809;Infinity;0.9987753;Infinity;1.0;1.0000014
ChainResponse(Payment Order,Execute Payment);0.1584631;0.9987737;0.9987737;-685.114;0.99976873;0.99960965;6.2951493;0.97360146;0.99980545;3521486.8;0.266194;0.9985424;0.15865767;0.15865767;0.840116;4319.19;0.99755037;0.99999934;0.9989348;0.33442855;686.114;0.9699933;-2.6659307;0.98683417;0.2902665;2.6509857;0.42059922;0.62629735;0.998544;0.13329086;0.9987737;1.8397794;814.50037;0.99754745;4319.1904;0.99877226;0.99977
Precedence(Payment Order,Execute Payment);0.15865767;1.0;0.49526802;-Infinity;0.8078222;0.8383117;3.121614;0.94917446;1.0;Infinity;0.17421906;1.0;0.15865767;0.3203471;0.6796529;5.203438;0.49526802;1.0;1.0;0.27071837;Infinity;0.22011814;17.474087;0.98803115;NaN;1.6422921;0.26056224;NaN;0.6325245;0.10783215;0.7037528;1.1383501;Infinity;0.49526802;Infinity;1.0;0.9999984
AlternatePrecedence(Payment Order,Execute Payment);0.15865767;1.0;0.9987753;-Infinity;0.99976873;0.9998042;6.295159;0.9747969;1.0;Infinity;0.26684818;1.0;0.15865767;0.15885222;0.8411478;4324.493;0.9987753;1.0;1.0;0.33504477;Infinity;0.97237974;-2.6649117;0.98803115;NaN;2.6542428;0.42111596;NaN;0.99927336;0.13345455;0.99938744;1.8397809;Infinity;0.9987753;Infinity;1.0;1.0000014
ChainPrecedence(Payment Order,Execute Payment);0.1584631;0.9987737;0.9987737;-685.114;0.99976873;0.99960965;6.2951493;0.97360146;0.99980545;3521486.8;0.266194;0.9985424;0.15865767;0.15865767;0.840116;4319.19;0.99755037;0.99999934;0.9989348;0.33442855;686.114;0.9699933;-2.6659307;0.98683417;0.2902665;2.6509857;0.42059922;0.62629735;0.998544;0.13329086;0.9987737;1.8397794;814.50037;0.99754745;4319.1904;0.99877226;0.99977
RespondedExistence(Payment Order,Receive Claim);0.15865767;1.0;0.15865767;NaN;0.0;0.15865767;1.0;0.84134233;1.0;NaN;-1.2516975E-6;NaN;0.15865767;1.0;0.0;1.0;0.15865767;NaN;NaN;0.0;NaN;0.0;1.0;0.98803115;NaN;0.0;0.0;NaN;NaN;0.0;0.39831856;0.0;Infinity;0.15865767;NaN;1.0;NaN
NotSuccession(Payment Order,Receive Claim);0.33981228;1.0;1.0;-Infinity;1.0;0.9999979;2.9428012;0.8845276;1.0;Infinity;0.44868046;1.0;0.33981228;0.33981228;0.6601877;Infinity;1.0;1.0;1.0;0.384846;Infinity;0.8845276;-3.2087975;0.9943395;NaN;1.5571901;0.52915233;NaN;1.0000032;0.2243399;1.0;1.0793619;Infinity;1.0;Infinity;1.0;1.0000032
NotSuccession(Payment Order,Receive Objection 1);0.15826856;0.99632573;1.0;-228.09102;1.0;0.9994151;6.295159;0.97118443;0.99941635;Infinity;0.2652771;0.99563485;0.15885222;0.15826856;0.83805716;Infinity;0.9963257;1.0;1.0;0.33463365;229.09102;0.96761596;-2.66359;0.98445904;0.2880078;2.6444905;0.42008317;NaN;0.9978165;0.13312724;0.9981612;1.8397809;271.16678;0.9963122;1442.1644;0.99631226;0.99930805
NotCoExistence(Payment Order,Receive Objection 1);0.158074;0.99510103;1.0;-170.85797;1.0;0.99922055;6.2951593;0.9699906;0.9992218;Infinity;0.2646253;0.9941812;0.15885222;0.158074;0.837027;Infinity;0.9951009;1.0;1.0;0.33442792;171.85797;0.96523875;-2.6646113;0.9832636;0.28681636;2.64124;0.4195668;NaN;0.99708784;0.1329636;0.9975475;1.8397809;203.12509;0.9950769;1081.8733;0.99507695;0.9990772
NotSuccession(Payment Order,Receive Objection 2);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotCoExistence(Payment Order,Receive Objection 2);0.17071997;1.0;1.0;-Infinity;1.0;0.99999845;5.857546;0.9708547;1.0;Infinity;0.28315035;1.0;0.17071997;0.17071997;0.82928;Infinity;1.0;1.0;1.0;0.34264418;Infinity;0.97085476;-2.7087011;0.9888579;NaN;2.5502963;0.4353865;NaN;1.0000019;0.14157467;1.0;1.7677307;Infinity;1.0;Infinity;1.0;1.0000019
NotSuccession(Payment Order,Reject Claim);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
NotCoExistence(Payment Order,Reject Claim);0.28161472;1.0;1.0;-Infinity;1.0;0.99999875;3.5509508;0.92069316;1.0;Infinity;0.4046163;1.0;0.28161472;0.28161472;0.7183853;Infinity;1.0;1.0;1.0;0.38122827;Infinity;0.92069316;-3.092793;0.9931857;NaN;1.8282053;0.51484954;NaN;1.0000018;0.20230788;1.0;1.2672154;Infinity;1.0;Infinity;1.0;1.0000018
RespondedExistence(Payment Order,Start Claim);0.15865767;1.0;0.15865767;NaN;0.0;0.15865767;1.0;0.84134233;1.0;NaN;-1.2516975E-6;NaN;0.15865767;1.0;0.0;1.0;0.15865767;NaN;NaN;0.0;NaN;0.0;1.0;0.98803115;NaN;0.0;0.0;NaN;NaN;0.0;0.39831856;0.0;Infinity;0.15865767;NaN;1.0;NaN
NotSuccession(Payment Order,Start Claim);0.33981228;1.0;1.0;-Infinity;1.0;0.9999979;2.9428012;0.8845276;1.0;Infinity;0.44868046;1.0;0.33981228;0.33981228;0.6601877;Infinity;1.0;1.0;1.0;0.384846;Infinity;0.8845276;-3.2087975;0.9943395;NaN;1.5571901;0.52915233;NaN;1.0000032;0.2243399;1.0;1.0793619;Infinity;1.0;Infinity;1.0;1.0000032
Precedence(Receive Claim,Accept Claim);0.054696143;1.0;0.054696143;NaN;0.0;0.054696143;1.0;0.94530386;1.0;NaN;-1.3709068E-6;NaN;0.054696143;1.0;0.0;1.0;0.054696146;NaN;NaN;0.0;NaN;0.0;1.0;0.96679264;NaN;0.0;0.0;NaN;NaN;0.0;0.23387207;0.0;Infinity;0.054696143;NaN;1.0;NaN
AlternatePrecedence(Receive Claim,Accept Claim);0.054696143;1.0;0.10972165;-Infinity;0.53051895;0.55619705;2.006022;0.97273403;1.0;Infinity;0.029104704;1.0;0.054696143;0.49849907;0.50150096;2.130007;0.109721646;1.0;1.0;0.11728707;Infinity;0.009047176;1.4033682;0.96679264;NaN;1.0043374;0.054933384;NaN;0.24126631;0.027430167;0.3312426;0.69615364;Infinity;0.10972165;Infinity;1.0;1.0000001
Precedence(Receive Claim,Block Claim 2);0.12256812;1.0;0.12256812;NaN;0.0;0.12256812;1.0;0.87743187;1.0;NaN;-3.054738E-7;NaN;0.12256812;1.0;0.0;1.0;0.12256812;NaN;NaN;0.0;NaN;0.0;1.0;0.9846154;NaN;0.0;0.0;NaN;NaN;0.0;0.3500973;0.0;Infinity;0.12256812;NaN;1.0;NaN
AlternatePrecedence(Receive Claim,Block Claim 2);0.12256812;1.0;0.17954588;-Infinity;0.36167267;0.43991116;1.464866;0.9163281;1.0;Infinity;0.028135946;1.0;0.12256812;0.6826563;0.3173437;1.5665946;0.17954588;1.0;1.0;0.11110118;Infinity;0.017213779;1.6538773;0.9846154;NaN;0.55076873;0.06750669;NaN;0.25482765;0.038896225;0.42372856;0.3817638;Infinity;0.17954588;Infinity;1.0;1.0000021
NotSuccession(Receive Claim,Block Claim 3);0.17442746;0.928378;1.0;-10.5268545;1.0;0.98654205;5.3224297;0.89560586;0.9865435;Infinity;0.2630202;0.9132456;0.1878841;0.17442746;0.75395054;Infinity;0.928378;1.0;1.0;0.33917627;11.5268545;0.8314606;-2.841403;0.9196863;0.25873354;2.2393265;0.42073387;NaN;0.9556403;0.14165531;0.9635237;1.67193;12.962271;0.922853;61.350883;0.922853;0.9837017
NotCoExistence(Receive Claim,Block Claim 3);0.17442746;0.928378;1.0;-10.5268545;1.0;0.98654205;5.3224297;0.89560586;0.9865435;Infinity;0.2630202;0.9132456;0.1878841;0.17442746;0.75395054;Infinity;0.928378;1.0;1.0;0.33917627;11.5268545;0.8314606;-2.841403;0.9196863;0.25873354;2.2393265;0.42073387;NaN;0.9556403;0.14165531;0.9635237;1.67193;12.962271;0.922853;61.350883;0.922853;0.9837017
NotSuccession(Receive Claim,Correct Claim);0.17998844;0.987195;1.0;-63.038757;1.0;0.9976643;5.484769;0.95437896;0.99766535;Infinity;0.2905765;0.98438436;0.18232308;0.17998844;0.8072066;Infinity;0.98719496;1.0;1.0;0.3468998;64.03876;0.94215816;-2.765483;0.97701484;0.29662496;2.423989;0.44194916;NaN;0.99216276;0.14717239;0.9935769;1.701975;77.09505;0.987029;351.2378;0.987029;0.9971543
NotCoExistence(Receive Claim,Correct Claim);0.17998844;0.987195;1.0;-63.038757;1.0;0.9976643;5.484769;0.95437896;0.99766535;Infinity;0.2905765;0.98438436;0.18232308;0.17998844;0.8072066;Infinity;0.98719496;1.0;1.0;0.3468998;64.03876;0.94215816;-2.765483;0.97701484;0.29662496;2.423989;0.44194916;NaN;0.99216276;0.14717239;0.9935769;1.701975;77.09505;0.987029;351.2378;0.987029;0.9971543
Precedence(Receive Claim,Execute Payment);0.15865767;1.0;0.15865767;NaN;0.0;0.15865767;1.0;0.84134233;1.0;NaN;-1.2516975E-6;NaN;0.15865767;1.0;0.0;1.0;0.15865767;NaN;NaN;0.0;NaN;0.0;1.0;0.98803115;NaN;0.0;0.0;NaN;NaN;0.0;0.39831856;0.0;Infinity;0.15865767;NaN;1.0;NaN
Precedence(Receive Claim,Payment Order);0.15865767;1.0;0.15865767;NaN;0.0;0.15865767;1.0;0.84134233;1.0;NaN;-1.2516975E-6;NaN;0.15865767;1.0;0.0;1.0;0.15865767;NaN;NaN;0.0;NaN;0.0;1.0;0.98803115;NaN;0.0;0.0;NaN;NaN;0.0;0.39831856;0.0;Infinity;0.15865767;NaN;1.0;NaN
NotSuccession(Receive Claim,Receive Objection 1);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
NotCoExistence(Receive Claim,Receive Objection 1);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
NotSuccession(Receive Claim,Receive Objection 2);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
NotCoExistence(Receive Claim,Receive Objection 2);0.1690935;0.87514275;1.0;-5.6548963;1.0;0.97587484;5.1754956;0.8424708;0.9758755;Infinity;0.23877755;0.8497337;0.1932182;0.1690935;0.70604926;Infinity;0.8751427;1.0;1.0;0.33175656;6.6548963;0.7372821;-2.9205103;0.86773723;0.23225431;2.0755734;0.40103856;NaN;0.9218107;0.13642156;0.9354906;1.6439351;7.0092006;0.8573304;34.44239;0.8573304;0.97096676
Precedence(Receive Claim,Reject Claim);0.12295723;1.0;0.12295723;NaN;0.0;0.12295723;1.0;0.8770428;1.0;NaN;-3.5762787E-7;NaN;0.12295723;1.0;0.0;1.0;0.12295723;NaN;NaN;0.0;NaN;0.0;1.0;0.9846626;NaN;0.0;0.0;NaN;NaN;0.0;0.35065258;0.0;Infinity;0.12295723;NaN;1.0;NaN
AlternatePrecedence(Receive Claim,Reject Claim);0.12256812;0.9968354;0.15214248;-60.425835;0.22119385;0.3165645;1.2373611;0.89777935;0.9996109;89.46532;0.010252105;0.98372006;0.12295723;0.80561405;0.19122136;1.2799543;0.15206903;0.97789204;0.80877;0.06694608;61.425835;0.007978122;1.4196091;0.98159516;0.024502395;0.30629417;0.037661083;0.03815838;0.18092881;0.02351205;0.38943678;0.21298094;315.00006;0.15165949;76.005936;0.9968254;0.9868453
CoExistence(Receive Claim,Start Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
Succession(Receive Claim,Start Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
AlternateSuccession(Receive Claim,Start Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
ChainSuccession(Receive Claim,Start Claim);0.36231154;1.0;1.0;-Infinity;1.0;0.9999992;2.7600558;0.86873037;1.0;Infinity;0.462084;1.0;0.36231154;0.36231154;0.63768846;Infinity;1.0;1.0;1.0;0.3838395;Infinity;0.8687305;-3.229997;0.9946873;NaN;1.4646975;0.5306768;NaN;1.0000012;0.2310419;1.0;1.0152509;Infinity;1.0;Infinity;1.0;1.0000012
RespondedExistence(Receive Claim,Start Claim);0.18115577;1.0;0.18115577;NaN;0.0;0.18115577;1.0;0.8188442;1.0;NaN;-1.1622906E-6;NaN;0.18115577;1.0;0.0;1.0;0.18115577;NaN;NaN;0.0;NaN;0.0;1.0;0.98948634;NaN;0.0;0.0;NaN;NaN;0.0;0.42562398;0.0;Infinity;0.18115577;NaN;1.0;NaN
Response(Receive Claim,Start Claim);0.18115577;1.0;0.5;-Infinity;0.7787667;0.8188435;2.7600558;0.93436515;1.0;Infinity;0.17992826;1.0;0.18115577;0.36231154;0.63768846;4.520105;0.50000006;1.0;1.0;0.2714155;Infinity;0.21718262;16.796242;0.98948634;NaN;1.4646975;0.2653384;NaN;0.6240066;0.11552095;0.70710677;1.0152509;Infinity;0.5;Infinity;1.0;1.0000012
AlternateResponse(Receive Claim,Start Claim);0.18115577;1.0;1.0;-Infinity;1.0;0.9999988;5.5201116;0.9671826;1.0;Infinity;0.29667747;1.0;0.18115577;0.18115577;0.8188442;Infinity;1.0;1.0;1.0;0.3485197;Infinity;0.9671827;-2.7503462;0.98948634;NaN;2.4646974;0.44649416;NaN;1.0000014;0.14833836;1.0;1.7083981;Infinity;1.0;Infinity;1.0;1.0000014
ChainResponse(Receive Claim,Start Claim);0.18115577;1.0;1.0;-Infinity;1.0;0.9999988;5.5201116;0.9671826;1.0;Infinity;0.29667747;1.0;0.18115577;0.18115577;0.8188442;Infinity;1.0;1.0;1.0;0.3485197;Infinity;0.9671827;-2.7503462;0.98948634;NaN;2.4646974;0.44649416;NaN;1.0000014;0.14833836;1.0;1.7083981;Infinity;1.0;Infinity;1.0;1.0000014
Precedence(Receive Claim,Start Claim);0.18115577;1.0;0.18115577;NaN;0.0;0.18115577;1.0;0.8188442;1.0;NaN;-1.1622906E-6;NaN;0.18115577;1.0;0.0;1.0;0.18115577;NaN;NaN;0.0;NaN;0.0;1.0;0.98948634;NaN;0.0;0.0;NaN;NaN;0.0;0.42562398;0.0;Infinity;0.18115577;NaN;1.0;NaN
AlternatePrecedence(Receive Claim,Start Claim);0.18115577;1.0;1.0;-Infinity;1.0;0.9999988;5.5201116;0.9671826;1.0;Infinity;0.29667747;1.0;0.18115577;0.18115577;0.8188442;Infinity;1.0;1.0;1.0;0.3485197;Infinity;0.9671827;-2.7503462;0.98948634;NaN;2.4646974;0.44649416;NaN;1.0000014;0.14833836;1.0;1.7083981;Infinity;1.0;Infinity;1.0;1.0000014
ChainPrecedence(Receive Claim,Start Claim);0.18115577;1.0;1.0;-Infinity;1.0;0.9999988;5.5201116;0.9671826;1.0;Infinity;0.29667747;1.0;0.18115577;0.18115577;0.8188442;Infinity;1.0;1.0;1.0;0.3485197;Infinity;0.9671827;-2.7503462;0.98948634;NaN;2.4646974;0.44649416;NaN;1.0000014;0.14833836;1.0;1.7083981;Infinity;1.0;Infinity;1.0;1.0000014
NotSuccession(Receive Objection 1,Accept Claim);0.054890692;1.0;1.0;-Infinity;1.0;0.99999857;18.218025;0.996987;1.0;Infinity;0.10375668;1.0;0.054890692;0.054890692;0.9451093;Infinity;1.0;1.0;1.0;0.22142741;Infinity;0.99698704;-2.2248743;0.96690255;NaN;4.1872945;0.2298435;NaN;1.0000015;0.051877704;1.0;2.9024115;Infinity;1.0;Infinity;1.0;1.0000015
NotCoExistence(Receive Objection 1,Accept Claim);0.05450159;0.99291134;1.0;-132.3804;1.0;0.9996095;18.218025;0.9899197;0.9996109;Infinity;0.10229082;0.99250275;0.054890692;0.05450159;0.93840975;Infinity;0.9929112;1.0;1.0;0.22064121;133.3804;0.98290247;-2.2315905;0.9602831;0.15628207;4.1576123;0.22821422;NaN;0.99624574;0.051509958;0.99644935;2.9024115;140.06909;0.9928606;2429.9272;0.9928607;0.99958986
NotSuccession(Receive Objection 1,Block Claim 2);0.12276268;1.0;1.0;-Infinity;1.0;0.9999997;8.145798;0.9849293;1.0;Infinity;0.21538423;1.0;0.12276268;0.12276268;0.8772373;Infinity;1.0;1.0;1.0;0.30736208;Infinity;0.98492926;-2.5106099;0.98463905;NaN;3.026056;0.37148675;NaN;1.0000002;0.107692;1.0;2.0975022;Infinity;1.0;Infinity;1.0;1.0000004
NotCoExistence(Receive Objection 1,Block Claim 2);0.12276268;1.0;1.0;-Infinity;1.0;0.9999997;8.145798;0.9849293;1.0;Infinity;0.21538423;1.0;0.12276268;0.12276268;0.8772373;Infinity;1.0;1.0;1.0;0.30736208;Infinity;0.98492926;-2.5106099;0.98463905;NaN;3.026056;0.37148675;NaN;1.0000002;0.107692;1.0;2.0975022;Infinity;1.0;Infinity;1.0;1.0000004
NotSuccession(Receive Objection 1,Execute Payment);0.15826856;0.99632573;1.0;-228.09102;1.0;0.9994151;6.295159;0.97118443;0.99941635;Infinity;0.2652771;0.99563485;0.15885222;0.15826856;0.83805716;Infinity;0.9963257;1.0;1.0;0.33463365;229.09102;0.96761596;-2.66359;0.98445904;0.2880078;2.6444905;0.42008317;NaN;0.9978165;0.13312724;0.9981612;1.8397809;271.16678;0.9963122;1442.1644;0.99631226;0.99930805
NotCoExistence(Receive Objection 1,Execute Payment);0.158074;0.99510103;1.0;-170.85797;1.0;0.99922055;6.2951593;0.9699906;0.9992218;Infinity;0.2646253;0.9941812;0.15885222;0.158074;0.837027;Infinity;0.9951009;1.0;1.0;0.33442792;171.85797;0.96523875;-2.6646113;0.9832636;0.28681636;2.64124;0.4195668;NaN;0.99708784;0.1329636;0.9975475;1.8397809;203.12509;0.9950769;1081.8733;0.99507695;0.9990772
NotSuccession(Receive Objection 1,Payment Order);0.1584631;0.9975505;1.0;-342.5571;1.0;0.99960965;6.295159;0.97237825;0.9996109;Infinity;0.26592967;0.99708927;0.15885222;0.1584631;0.83908737;Infinity;0.99755037;1.0;1.0;0.33483925;343.5571;0.9699963;-2.6625724;0.9856545;0.28926528;2.647741;0.42059955;NaN;0.99854505;0.13329089;0.99877447;1.8397809;407.25018;0.9975445;2162.7468;0.9975445;0.9995391
NotCoExistence(Receive Objection 1,Payment Order);0.158074;0.99510103;1.0;-170.85797;1.0;0.99922055;6.2951593;0.9699906;0.9992218;Infinity;0.2646253;0.9941812;0.15885222;0.158074;0.837027;Infinity;0.9951009;1.0;1.0;0.33442792;171.85797;0.96523875;-2.6646113;0.9832636;0.28681636;2.64124;0.4195668;NaN;0.99708784;0.1329636;0.9975475;1.8397809;203.12509;0.9950769;1081.8733;0.99507695;0.9990772
NotSuccession(Receive Objection 1,Receive Claim);0.1813503;1.0;1.0;-Infinity;1.0;0.99999887;5.51419;0.96711206;1.0;Infinity;0.29692546;1.0;0.1813503;0.1813503;0.8186497;Infinity;1.0;1.0;1.0;0.348624;Infinity;0.96711224;-2.7511153;0.98949736;NaN;2.463149;0.44669282;NaN;1.0000013;0.14846237;1.0;1.7073249;Infinity;1.0;Infinity;1.0;1.0000013
NotCoExistence(Receive Objection 1,Receive Claim);0.1809612;0.9978544;1.0;-380.72913;1.0;0.99960977;5.5141897;0.96503705;0.9996109;Infinity;0.2956527;0.9973804;0.1813503;0.1809612;0.8168932;Infinity;0.9978544;1.0;1.0;0.3482498;381.72913;0.9629665;-2.7528503;0.98739684;0.30664644;2.457864;0.4457344;NaN;0.9986906;0.14814383;0.99892664;1.7073247;465.0703;0.9978498;2104.9268;0.99784976;0.99952626
